amount,avg_user_amount,amount_deviation,tx_velocity,tx_history,new_beneficiary,device,location,is_anomaly
339.15,282.36,56.79,2,830,0,trusted_device,same_city,0
92.03,104.32,-12.29,8,1255,0,new_device,same_city,0
75.67,72.82,2.85,0,74,0,trusted_device,same_city,0
36.15,48.16,-12.01,4,34,0,trusted_device,same_city,0
81.69,49.0,32.68,2,19,1,trusted_device,same_city,0
112.0,95.57,16.44,8,1804,0,trusted_device,different_city,0
89.46,125.1,-35.64,2,66,1,trusted_device,same_city,0
143.29,129.34,13.95,14,2364,0,trusted_device,same_city,0
108.07,80.63,27.44,9,2517,0,trusted_device,same_city,0
89.81,91.46,-1.65,1,69,1,trusted_device,same_city,0
55.81,66.58,-10.76,13,1104,0,trusted_device,same_city,0
114.48,92.69,21.79,2,1363,0,trusted_device,same_city,0
81.21,86.49,-5.28,10,2083,0,trusted_device,same_city,0
62.57,63.42,-0.85,5,42,0,trusted_device,same_city,0
138.41,152.75,-14.35,2,769,0,trusted_device,same_city,0
472.68,471.0,1.68,2,819,0,trusted_device,same_city,0
79.8,84.73,-4.93,17,887,0,trusted_device,same_city,0
58.05,51.79,6.26,2,167,0,trusted_device,same_city,0
71.15,69.93,1.22,1,361,0,trusted_device,same_city,0
56.3,43.59,12.7,5,2,0,new_device,same_city,0
44.73,39.59,5.14,3,75,0,trusted_device,same_city,0
367.42,371.97,-4.55,3,870,0,trusted_device,different_city,0
39.68,45.82,-6.14,7,1622,0,trusted_device,same_city,0
83.31,88.9,-5.59,6,559,0,trusted_device,same_city,0
193.2,239.42,-46.22,1,1226,0,trusted_device,same_city,0
65.36,66.45,-1.09,0,184,0,trusted_device,same_city,0
29.79,33.23,-3.44,2,68,0,trusted_device,same_city,0
81.64,57.84,23.81,0,21,1,trusted_device,same_city,0
82.93,84.03,-1.1,10,2412,0,trusted_device,same_city,0
91.81,78.07,13.74,10,1885,0,trusted_device,same_city,0
52.51,51.5,1.0,13,1737,0,trusted_device,same_city,0
34.35,44.51,-10.17,4,75,0,trusted_device,same_city,0
54.29,50.31,3.98,7,75,0,trusted_device,same_city,0
217.12,204.07,13.04,1,980,0,trusted_device,same_city,0
104.52,99.95,4.57,0,315,0,trusted_device,same_city,0
68.29,66.49,1.8,9,110,0,trusted_device,same_city,0
79.72,75.19,4.53,1,1245,1,trusted_device,same_city,0
128.67,108.04,20.63,1,16,0,trusted_device,same_city,0
386.1,407.89,-21.79,0,394,0,trusted_device,same_city,0
341.92,516.67,-174.75,3,1073,1,trusted_device,same_city,0
73.69,78.15,-4.46,9,2745,0,trusted_device,same_city,0
230.2,259.73,-29.53,0,675,1,trusted_device,same_city,0
233.55,240.69,-7.14,0,333,0,trusted_device,different_city,0
60.83,63.68,-2.85,16,844,0,trusted_device,same_city,0
73.31,62.91,10.4,8,1191,0,trusted_device,same_city,0
209.98,189.73,20.25,0,476,0,trusted_device,same_city,0
10.11,59.14,-49.03,0,51,1,trusted_device,same_city,0
65.59,53.95,11.64,2,8,0,trusted_device,same_city,0
90.85,101.28,-10.43,8,1245,0,trusted_device,different_city,0
807.25,113.2,694.05,13,481,1,emulated_device,different_city,1
280.16,34.54,245.62,18,49,1,new_device,different_city,1
565.32,473.12,92.21,2,414,0,trusted_device,same_city,0
61.45,56.63,4.81,3,57,1,trusted_device,same_city,0
196.29,233.89,-37.6,0,180,0,trusted_device,same_city,0
38.18,80.44,-42.26,2,716,1,new_device,same_city,0
76.76,105.44,-28.67,6,53,1,trusted_device,same_city,0
77.49,78.48,-0.99,14,2718,0,trusted_device,same_city,0
881.47,136.93,744.54,25,1073,1,emulated_device,different_city,1
118.65,116.31,2.34,9,1962,1,new_device,same_city,0
39.51,42.55,-3.04,13,2474,0,trusted_device,same_city,0
85.13,80.22,4.91,15,2040,0,trusted_device,same_city,0
52.83,47.23,5.6,6,1298,0,trusted_device,same_city,0
55.97,77.56,-21.59,3,455,0,trusted_device,same_city,0
197.38,175.03,22.35,3,1221,0,trusted_device,same_city,0
262.59,248.68,13.91,4,920,0,trusted_device,same_city,0
329.17,413.55,-84.38,4,390,0,trusted_device,same_city,0
114.75,113.56,1.19,11,2395,0,trusted_device,same_city,0
26.3,72.3,-46.01,3,24,1,trusted_device,same_city,0
292.98,39.63,253.35,62,2735,1,new_device,same_city,1
126.93,116.69,10.24,6,84,0,new_device,same_city,0
54.2,62.72,-8.52,18,1647,0,trusted_device,same_city,0
87.93,74.53,13.4,15,2536,0,trusted_device,same_city,0
121.2,112.15,9.05,0,569,0,trusted_device,same_city,0
290.08,273.16,16.92,0,277,0,trusted_device,different_city,0
60.08,48.47,11.61,5,198,0,new_device,same_city,0
325.55,401.06,-75.51,3,786,0,trusted_device,same_city,0
137.17,124.22,12.95,1,83,0,trusted_device,different_city,0
105.61,87.74,17.87,0,486,0,trusted_device,same_city,0
91.18,84.96,6.21,9,1964,0,trusted_device,same_city,0
99.05,111.88,-12.83,16,1428,0,trusted_device,same_city,0
106.91,129.34,-22.43,2,104,0,trusted_device,same_city,0
474.77,377.8,96.97,2,1189,0,trusted_device,same_city,0
112.19,136.83,-24.64,2,1259,0,new_device,same_city,0
47.85,82.87,-35.01,2,271,0,trusted_device,different_city,0
276.8,56.86,219.94,68,1073,1,emulated_device,same_city,1
222.64,213.87,8.78,3,904,0,trusted_device,same_city,0
27.05,24.8,2.25,7,1058,0,trusted_device,same_city,0
65.59,78.09,-12.5,3,15,1,new_device,same_city,0
167.56,205.89,-38.33,1,977,0,trusted_device,same_city,0
58.79,55.66,3.12,1,7,0,trusted_device,different_city,0
123.13,132.26,-9.13,0,104,0,trusted_device,same_city,0
31.14,41.43,-10.29,3,21,0,trusted_device,same_city,0
177.16,120.59,56.57,5,1044,0,new_device,same_city,0
67.7,82.35,-14.65,4,1343,0,trusted_device,same_city,0
34.01,39.65,-5.63,9,2436,0,trusted_device,same_city,0
478.03,357.68,120.34,3,888,0,trusted_device,same_city,0
347.96,368.38,-20.42,0,426,0,trusted_device,same_city,0
24.47,38.9,-14.42,6,38,0,new_device,same_city,0
57.17,43.76,13.41,4,1287,0,trusted_device,same_city,0
90.28,94.45,-4.17,4,106,0,new_device,same_city,0
107.02,69.52,37.49,19,1010,0,trusted_device,same_city,0
120.84,109.57,11.27,5,353,0,trusted_device,same_city,0
174.2,147.55,26.65,0,279,0,trusted_device,same_city,0
152.5,132.68,19.82,0,106,0,trusted_device,same_city,0
1660.53,173.75,1486.78,20,47,1,new_device,different_city,1
222.25,226.47,-4.22,2,873,0,trusted_device,same_city,0
40.4,56.33,-15.93,0,9,0,trusted_device,different_city,0
63.04,86.34,-23.3,13,2927,0,trusted_device,same_city,0
285.43,216.47,68.96,0,330,0,trusted_device,different_city,0
49.57,54.93,-5.35,10,788,0,trusted_device,same_city,0
103.25,103.66,-0.41,0,76,1,trusted_device,same_city,0
81.55,86.17,-4.62,3,852,0,trusted_device,different_city,0
150.71,92.81,57.9,5,67,0,trusted_device,same_city,0
78.63,98.9,-20.26,6,341,0,trusted_device,same_city,0
85.9,63.88,22.02,1,240,0,trusted_device,same_city,0
86.14,100.69,-14.55,17,2517,0,trusted_device,same_city,0
143.7,105.79,37.91,0,75,0,trusted_device,same_city,0
288.32,205.55,82.78,0,369,0,trusted_device,same_city,0
60.29,83.74,-23.45,2,29,0,new_device,same_city,0
98.32,81.26,17.06,11,1628,0,new_device,same_city,0
137.73,133.6,4.13,16,2864,0,trusted_device,same_city,0
73.95,50.11,23.84,1,78,0,emulated_device,same_city,0
518.96,78.69,440.27,59,1144,1,emulated_device,different_city,1
146.52,223.52,-77.0,3,758,0,new_device,same_city,0
143.68,146.42,-2.74,1,199,0,trusted_device,same_city,0
28.14,30.85,-2.71,0,76,0,emulated_device,same_city,0
79.18,69.56,9.62,2,30,0,trusted_device,same_city,0
49.62,42.23,7.4,3,66,1,trusted_device,same_city,0
31.95,33.6,-1.65,4,86,0,trusted_device,same_city,0
613.9,66.81,547.09,68,1358,1,new_device,different_city,1
64.19,71.81,-7.62,16,1230,0,trusted_device,different_city,0
904.41,228.94,675.47,32,646,0,trusted_device,different_city,1
162.1,120.86,41.23,4,76,0,trusted_device,same_city,0
128.87,120.09,8.78,1,426,0,trusted_device,same_city,0
60.35,52.61,7.74,5,1335,0,trusted_device,same_city,0
101.06,145.41,-44.35,0,446,0,trusted_device,same_city,0
419.5,70.7,348.8,21,482,1,new_device,different_city,1
156.22,99.07,57.15,0,335,0,trusted_device,different_city,0
93.89,95.76,-1.87,17,2581,0,trusted_device,same_city,0
78.77,62.29,16.48,1,99,0,new_device,same_city,0
107.41,68.58,38.82,0,24,0,trusted_device,same_city,0
318.26,395.21,-76.95,2,394,0,trusted_device,same_city,0
21.83,28.76,-6.94,0,138,0,trusted_device,same_city,0
403.96,435.73,-31.78,2,1070,0,trusted_device,same_city,0
60.65,55.61,5.04,6,2847,0,trusted_device,same_city,0
289.67,186.2,103.47,0,53,1,trusted_device,same_city,0
107.55,112.88,-5.32,0,328,0,trusted_device,same_city,0
31.6,34.4,-2.81,6,47,0,trusted_device,same_city,0
131.55,121.26,10.29,2,356,0,trusted_device,same_city,0
144.92,117.44,27.49,0,585,0,trusted_device,same_city,0
20.91,13.51,7.4,7,38,0,trusted_device,same_city,0
142.63,97.8,44.83,1,313,1,trusted_device,same_city,0
26.75,31.76,-5.01,4,88,0,new_device,same_city,0
64.99,70.46,-5.47,2,1334,0,trusted_device,same_city,0
569.32,100.12,469.2,40,823,0,new_device,same_city,1
82.28,65.69,16.59,12,1324,0,trusted_device,same_city,0
44.54,40.48,4.06,1,62,0,trusted_device,different_city,0
95.46,81.37,14.09,9,779,0,trusted_device,same_city,0
139.58,200.65,-61.07,1,1071,0,trusted_device,same_city,0
237.05,170.07,66.98,6,76,0,trusted_device,same_city,0
43.89,39.38,4.52,2,37,0,trusted_device,same_city,0
30.88,35.4,-4.52,5,81,0,trusted_device,same_city,0
68.94,53.24,15.69,13,1753,0,trusted_device,same_city,0
55.59,51.13,4.46,4,919,0,trusted_device,different_city,0
368.33,40.51,327.82,48,2738,1,emulated_device,different_city,1
302.45,278.19,24.27,3,1284,0,new_device,same_city,0
261.82,240.53,21.29,4,905,0,trusted_device,same_city,0
33.87,39.4,-5.52,4,68,0,new_device,same_city,0
75.72,63.27,12.46,14,740,0,trusted_device,same_city,0
359.19,405.58,-46.4,2,1032,1,trusted_device,same_city,0
77.92,67.61,10.31,8,1188,0,trusted_device,same_city,0
194.41,221.87,-27.47,0,375,0,trusted_device,different_city,0
104.44,99.14,5.29,10,1160,0,trusted_device,same_city,0
92.62,81.78,10.84,11,785,0,trusted_device,different_city,0
78.63,45.35,33.27,1,30,0,trusted_device,same_city,0
279.67,286.03,-6.35,3,1031,0,trusted_device,same_city,0
69.76,65.63,4.14,3,34,1,emulated_device,same_city,0
98.73,100.02,-1.29,7,2696,0,trusted_device,same_city,0
221.44,251.08,-29.64,2,1217,0,trusted_device,same_city,0
57.02,61.34,-4.31,3,1265,0,trusted_device,same_city,0
23.5,39.48,-15.98,5,35,0,trusted_device,same_city,0
41.42,63.57,-22.15,7,94,0,trusted_device,same_city,0
320.2,37.87,282.33,41,101,1,new_device,different_city,1
59.22,85.19,-25.96,1,278,0,trusted_device,same_city,0
44.76,43.34,1.43,4,909,0,trusted_device,same_city,0
173.49,155.56,17.93,0,412,0,trusted_device,same_city,0
67.1,75.36,-8.26,6,901,1,new_device,same_city,0
79.83,69.77,10.06,9,2125,0,trusted_device,same_city,0
88.11,76.07,12.04,4,340,0,new_device,same_city,0
53.36,93.72,-40.36,3,46,0,trusted_device,same_city,0
451.91,452.05,-0.14,1,827,0,emulated_device,same_city,0
169.01,195.17,-26.16,0,260,0,trusted_device,same_city,0
67.24,67.27,-0.03,0,353,0,trusted_device,different_city,0
60.42,79.15,-18.73,6,5,0,trusted_device,same_city,0
29.89,23.66,6.23,2,53,0,trusted_device,different_city,0
101.5,99.4,2.1,13,1050,0,trusted_device,same_city,0
81.39,66.43,14.96,5,114,0,trusted_device,same_city,0
123.46,96.01,27.44,8,241,0,trusted_device,same_city,0
304.33,406.87,-102.53,3,442,0,trusted_device,same_city,0
64.21,64.91,-0.7,5,1643,0,trusted_device,same_city,0
155.54,99.57,55.98,1,45,0,new_device,different_city,0
49.41,49.86,-0.45,8,96,0,new_device,different_city,0
76.8,64.0,12.8,6,1408,0,trusted_device,same_city,0
69.95,86.34,-16.39,6,72,0,trusted_device,same_city,0
60.16,87.18,-27.03,10,2370,0,trusted_device,same_city,0
70.59,69.45,1.14,7,1233,0,trusted_device,same_city,0
44.88,86.23,-41.35,0,478,0,trusted_device,same_city,0
72.29,76.89,-4.6,3,336,0,trusted_device,same_city,0
63.04,59.05,3.99,15,2415,0,trusted_device,same_city,0
360.33,371.69,-11.36,2,1016,0,trusted_device,same_city,0
61.15,110.71,-49.55,3,1139,0,trusted_device,same_city,0
48.48,53.91,-5.44,10,992,1,trusted_device,same_city,0
249.5,168.33,81.17,3,58,0,trusted_device,same_city,0
110.38,114.83,-4.46,11,2377,0,trusted_device,same_city,0
57.54,65.66,-8.11,18,1495,0,trusted_device,same_city,0
35.63,30.24,5.4,4,46,0,trusted_device,same_city,0
34.2,24.96,9.24,3,41,0,trusted_device,same_city,0
74.67,81.72,-7.05,1,874,0,trusted_device,same_city,0
296.76,260.04,36.72,3,1234,0,trusted_device,same_city,0
267.89,269.28,-1.4,1,775,0,trusted_device,different_city,0
85.38,68.65,16.73,8,1185,0,trusted_device,same_city,0
470.14,468.15,1.99,1,761,0,trusted_device,same_city,0
83.4,99.01,-15.61,0,228,1,trusted_device,same_city,0
346.31,76.74,269.57,28,1557,1,new_device,different_city,1
200.38,234.39,-34.01,6,59,0,new_device,same_city,0
75.38,65.32,10.06,2,78,0,trusted_device,same_city,0
202.34,150.93,51.42,6,768,0,trusted_device,same_city,0
101.78,110.39,-8.62,3,571,0,trusted_device,same_city,0
59.51,79.37,-19.87,3,1211,0,trusted_device,same_city,0
174.28,187.62,-13.34,1,112,0,trusted_device,same_city,0
37.48,53.98,-16.5,13,1738,0,trusted_device,same_city,0
350.75,284.54,66.21,4,245,0,trusted_device,same_city,0
81.02,87.52,-6.5,13,1529,0,trusted_device,same_city,0
1768.54,272.68,1495.86,18,250,1,new_device,different_city,1
45.92,47.31,-1.39,6,1622,0,trusted_device,same_city,0
93.38,69.06,24.32,17,1273,0,trusted_device,same_city,0
139.4,115.15,24.25,0,302,0,trusted_device,same_city,0
64.98,66.49,-1.51,11,1362,0,trusted_device,same_city,0
303.45,417.73,-114.28,2,859,0,new_device,same_city,0
82.13,104.96,-22.83,1,1344,0,trusted_device,same_city,0
105.24,122.58,-17.35,0,66,0,new_device,same_city,0
59.56,47.06,12.49,8,1297,0,emulated_device,same_city,0
71.96,75.52,-3.57,9,2223,0,trusted_device,same_city,0
255.13,216.03,39.1,2,1198,0,trusted_device,same_city,0
262.91,58.07,204.84,24,46,1,trusted_device,different_city,1
123.56,115.81,7.75,11,2388,0,trusted_device,same_city,0
62.84,58.76,4.08,16,1179,0,trusted_device,same_city,0
126.67,100.07,26.6,7,1258,0,trusted_device,same_city,0
93.32,132.36,-39.03,0,62,0,trusted_device,same_city,0
77.25,78.78,-1.53,0,92,0,new_device,same_city,0
99.25,100.16,-0.91,4,343,0,new_device,same_city,0
52.7,57.04,-4.33,13,1170,0,trusted_device,same_city,0
382.98,323.95,59.04,1,1207,0,emulated_device,same_city,0
73.96,99.94,-25.98,15,2182,0,trusted_device,same_city,0
70.29,66.24,4.05,17,1229,0,trusted_device,same_city,0
59.72,64.32,-4.6,2,411,0,trusted_device,same_city,0
39.8,32.76,7.05,0,70,0,trusted_device,different_city,0
445.18,44.87,400.31,12,18,0,new_device,different_city,1
375.83,39.41,336.42,29,43,0,new_device,different_city,1
29.14,31.74,-2.6,7,1677,0,trusted_device,same_city,0
97.97,85.24,12.73,7,682,0,trusted_device,same_city,0
343.5,304.74,38.77,3,942,0,trusted_device,same_city,0
346.61,329.72,16.89,2,920,0,trusted_device,same_city,0
137.0,130.19,6.8,0,299,0,trusted_device,different_city,0
153.02,157.9,-4.88,0,158,0,trusted_device,same_city,0
91.64,72.76,18.88,3,39,0,new_device,same_city,0
56.34,63.62,-7.29,5,76,0,new_device,same_city,0
46.8,53.07,-6.26,6,2032,0,trusted_device,same_city,0
64.23,69.89,-5.67,6,1215,0,trusted_device,same_city,0
64.01,65.67,-1.66,5,1405,0,trusted_device,same_city,0
204.84,204.59,0.25,6,334,0,trusted_device,same_city,0
34.86,58.56,-23.71,7,27,0,trusted_device,same_city,0
163.36,134.71,28.65,0,22,0,trusted_device,same_city,0
52.25,51.02,1.24,4,1016,0,trusted_device,same_city,0
290.04,345.73,-55.69,2,342,0,trusted_device,same_city,0
462.02,465.21,-3.19,0,822,0,trusted_device,same_city,0
35.06,40.06,-5.0,5,19,0,new_device,same_city,0
13.48,11.51,1.97,4,63,0,new_device,same_city,0
144.69,127.11,17.58,1,257,1,trusted_device,same_city,0
224.39,166.42,57.96,1,464,0,trusted_device,same_city,0
38.26,105.57,-67.31,2,445,1,trusted_device,same_city,0
35.96,58.83,-22.87,5,90,0,new_device,same_city,0
143.82,121.19,22.63,0,261,0,trusted_device,same_city,0
73.74,64.7,9.04,9,104,0,trusted_device,same_city,0
30.87,59.81,-28.94,4,67,0,trusted_device,same_city,0
76.56,71.71,4.86,8,2626,0,trusted_device,same_city,0
73.37,67.69,5.68,3,1167,0,trusted_device,same_city,0
134.38,114.0,20.39,4,1302,0,trusted_device,same_city,0
47.55,51.38,-3.83,0,468,0,new_device,same_city,0
81.76,74.42,7.34,13,1966,0,trusted_device,same_city,0
200.63,30.73,169.9,54,880,0,emulated_device,different_city,1
87.05,101.35,-14.31,12,2485,0,trusted_device,same_city,0
179.86,148.87,30.99,0,412,0,trusted_device,same_city,0
68.38,74.7,-6.31,0,26,0,trusted_device,different_city,0
73.62,60.27,13.36,3,64,0,new_device,same_city,0
54.65,101.14,-46.49,2,61,1,trusted_device,different_city,0
52.71,56.29,-3.58,3,266,0,trusted_device,same_city,0
55.24,69.28,-14.05,4,1274,0,trusted_device,same_city,0
44.68,48.54,-3.86,6,1746,0,trusted_device,same_city,0
85.0,96.93,-11.93,18,744,0,new_device,different_city,0
31.73,52.9,-21.17,7,15,0,trusted_device,same_city,0
55.85,54.77,1.09,10,794,0,trusted_device,same_city,0
43.98,56.35,-12.37,13,1750,0,trusted_device,same_city,0
48.01,41.58,6.44,13,2460,0,new_device,same_city,0
198.36,209.16,-10.8,0,133,0,trusted_device,same_city,0
388.79,395.39,-6.6,2,1010,0,trusted_device,same_city,0
83.57,80.97,2.6,5,1278,0,trusted_device,same_city,0
58.55,50.53,8.02,0,9,0,trusted_device,same_city,0
3345.49,368.24,2977.25,63,904,1,trusted_device,different_city,1
442.74,392.72,50.02,2,564,0,trusted_device,same_city,0
167.07,157.35,9.72,0,230,0,trusted_device,same_city,0
64.93,51.51,13.42,4,14,0,new_device,different_city,0
63.53,53.02,10.51,5,45,0,trusted_device,same_city,0
198.87,197.98,0.88,0,365,1,trusted_device,same_city,0
132.88,152.94,-20.06,7,420,0,trusted_device,same_city,0
111.73,99.22,12.51,0,152,0,trusted_device,same_city,0
269.78,209.59,60.2,2,984,0,trusted_device,same_city,0
253.12,267.04,-13.92,2,988,0,trusted_device,same_city,0
59.41,55.95,3.46,12,2337,0,trusted_device,same_city,0
42.3,32.51,9.79,3,92,0,new_device,different_city,0
74.78,79.26,-4.48,9,2211,0,trusted_device,same_city,0
62.48,53.87,8.61,2,463,0,new_device,different_city,0
77.07,79.07,-2.01,9,815,0,trusted_device,same_city,0
25.21,32.16,-6.95,0,209,0,trusted_device,same_city,0
70.62,62.4,8.22,1,97,0,trusted_device,same_city,0
191.3,226.79,-35.49,2,1284,0,trusted_device,same_city,0
133.28,136.17,-2.89,16,2851,0,new_device,same_city,0
44.07,42.42,1.65,11,2720,0,trusted_device,same_city,0
125.57,117.16,8.41,0,377,0,trusted_device,different_city,0
102.65,84.87,17.78,3,362,0,trusted_device,same_city,0
94.61,108.27,-13.66,0,251,0,trusted_device,same_city,0
594.88,102.64,492.24,26,304,1,emulated_device,different_city,1
621.97,76.86,545.11,49,309,1,trusted_device,different_city,1
117.43,121.55,-4.12,4,197,0,trusted_device,same_city,0
620.39,79.51,540.88,12,56,1,trusted_device,different_city,1
97.81,106.74,-8.93,0,471,0,trusted_device,same_city,0
1319.27,246.94,1072.33,16,1231,0,emulated_device,different_city,1
86.19,89.75,-3.56,10,2418,0,trusted_device,same_city,0
66.08,66.1,-0.01,4,29,1,trusted_device,same_city,0
627.73,90.93,536.8,20,1821,1,new_device,different_city,1
61.91,84.19,-22.28,10,1896,1,trusted_device,same_city,0
257.31,257.87,-0.56,0,666,0,trusted_device,same_city,0
99.82,95.64,4.18,4,377,1,new_device,different_city,0
48.82,43.55,5.27,14,2733,0,trusted_device,same_city,0
52.36,31.9,20.47,4,86,1,trusted_device,different_city,0
271.01,253.08,17.93,6,844,0,trusted_device,same_city,0
67.2,93.81,-26.6,7,1816,0,trusted_device,same_city,0
110.41,73.04,37.38,4,846,1,trusted_device,same_city,0
34.34,32.9,1.43,0,156,0,trusted_device,same_city,0
88.02,83.32,4.69,6,30,0,trusted_device,different_city,0
83.75,99.42,-15.67,13,2477,0,trusted_device,same_city,0
39.02,43.09,-4.07,11,2713,0,trusted_device,same_city,0
66.18,79.04,-12.87,1,256,0,trusted_device,same_city,0
33.7,30.1,3.59,6,27,0,new_device,same_city,0
96.63,81.37,15.26,11,1555,0,trusted_device,same_city,0
332.68,381.93,-49.25,4,590,0,trusted_device,same_city,0
81.28,83.35,-2.06,18,2610,0,trusted_device,same_city,0
1573.44,202.86,1370.58,15,50,1,new_device,same_city,1
129.44,134.18,-4.74,2,638,0,new_device,same_city,0
136.23,157.72,-21.49,0,151,0,trusted_device,same_city,0
46.26,97.23,-50.97,3,354,1,trusted_device,different_city,0
6.88,102.8,-95.92,0,460,0,trusted_device,same_city,0
49.68,57.04,-7.36,12,2345,0,trusted_device,same_city,0
137.49,139.26,-1.77,0,284,1,trusted_device,same_city,0
115.55,87.4,28.15,8,375,1,trusted_device,same_city,0
90.35,106.13,-15.78,0,62,0,trusted_device,same_city,0
73.14,90.9,-17.75,6,2891,0,new_device,same_city,0
99.67,135.2,-35.52,4,69,1,new_device,same_city,0
92.07,100.78,-8.71,16,964,0,trusted_device,same_city,0
75.83,83.05,-7.23,10,1544,0,trusted_device,different_city,0
126.91,138.8,-11.89,3,1059,0,trusted_device,same_city,0
141.04,122.85,18.19,0,74,0,new_device,same_city,0
323.57,62.73,260.84,11,15,1,new_device,different_city,1
251.87,235.34,16.54,4,381,0,trusted_device,same_city,0
113.37,120.65,-7.28,13,786,0,trusted_device,same_city,0
129.26,142.97,-13.71,7,414,0,trusted_device,same_city,0
267.61,311.6,-43.99,3,904,0,trusted_device,same_city,0
169.39,152.03,17.35,2,204,0,trusted_device,same_city,0
149.98,121.87,28.11,0,274,1,trusted_device,same_city,0
103.15,95.87,7.28,7,1814,0,trusted_device,same_city,0
406.91,363.48,43.43,2,433,0,trusted_device,same_city,0
109.82,98.22,11.6,7,2099,0,trusted_device,same_city,0
190.72,234.45,-43.72,2,1212,1,trusted_device,same_city,0
47.14,41.37,5.77,13,2455,0,trusted_device,same_city,0
796.6,111.37,685.23,38,68,1,emulated_device,different_city,1
34.76,38.37,-3.6,0,9,0,new_device,same_city,0
414.28,413.17,1.1,8,352,0,trusted_device,same_city,0
104.38,117.87,-13.49,1,333,0,trusted_device,same_city,0
92.6,81.75,10.86,8,1109,0,trusted_device,same_city,0
27.4,40.81,-13.41,2,23,1,trusted_device,different_city,0
35.31,42.71,-7.39,3,893,0,trusted_device,same_city,0
213.31,207.95,5.35,0,715,0,trusted_device,same_city,0
68.05,68.03,0.02,8,1108,0,trusted_device,same_city,0
291.07,297.05,-5.97,3,984,0,trusted_device,same_city,0
264.91,289.73,-24.82,3,1297,0,trusted_device,same_city,0
109.37,117.9,-8.52,2,373,0,trusted_device,same_city,0
239.06,253.3,-14.24,1,349,0,trusted_device,same_city,0
113.63,109.62,4.01,17,1029,0,trusted_device,same_city,0
42.51,65.45,-22.94,5,27,0,trusted_device,different_city,0
148.05,162.04,-13.99,2,1317,0,trusted_device,same_city,0
227.22,38.28,188.94,92,2366,1,new_device,same_city,1
53.27,102.65,-49.38,0,336,0,trusted_device,same_city,0
107.2,79.26,27.94,4,53,0,emulated_device,different_city,0
32.17,54.04,-21.87,4,67,1,trusted_device,same_city,0
807.72,101.79,705.93,13,332,1,emulated_device,same_city,1
106.29,111.93,-5.64,18,1037,0,trusted_device,same_city,0
37.28,39.57,-2.29,1,91,0,emulated_device,same_city,0
64.87,61.2,3.67,4,776,1,trusted_device,same_city,0
72.7,105.17,-32.47,3,33,0,trusted_device,same_city,0
242.38,218.44,23.95,3,606,0,trusted_device,same_city,0
111.35,87.29,24.05,2,394,0,trusted_device,different_city,0
36.65,38.7,-2.05,15,2716,0,trusted_device,same_city,0
62.22,63.44,-1.22,2,42,0,new_device,same_city,0
168.16,187.63,-19.47,4,443,0,trusted_device,different_city,0
107.13,122.81,-15.68,3,317,0,trusted_device,same_city,0
268.89,198.93,69.96,3,1002,1,trusted_device,same_city,0
177.73,309.09,-131.36,4,235,0,new_device,same_city,0
193.73,172.24,21.49,0,499,0,trusted_device,same_city,0
88.64,98.3,-9.66,3,1355,0,trusted_device,same_city,0
47.87,38.84,9.03,4,72,0,trusted_device,same_city,0
117.99,104.39,13.59,0,86,0,trusted_device,same_city,0
144.59,108.68,35.91,2,897,0,trusted_device,same_city,0
96.25,100.13,-3.88,0,97,0,new_device,different_city,0
163.26,174.01,-10.74,7,1468,1,trusted_device,same_city,0
121.2,114.85,6.35,2,485,1,new_device,same_city,0
58.87,98.54,-39.67,16,2190,0,new_device,same_city,0
32.62,38.99,-6.37,5,20,1,new_device,same_city,0
68.21,71.69,-3.48,3,558,0,trusted_device,same_city,0
81.26,81.66,-0.4,4,48,0,new_device,same_city,0
119.62,114.87,4.75,5,327,0,trusted_device,same_city,0
1453.77,205.29,1248.48,57,713,1,trusted_device,different_city,1
307.03,296.08,10.95,4,245,0,trusted_device,same_city,0
83.83,70.56,13.27,2,694,0,trusted_device,different_city,0
362.45,374.96,-12.51,3,999,0,trusted_device,different_city,0
72.76,72.82,-0.05,2,75,0,trusted_device,same_city,0
116.11,136.15,-20.04,3,1259,0,trusted_device,same_city,0
231.51,172.42,59.09,1,171,0,trusted_device,same_city,0
281.03,260.81,20.22,0,681,0,trusted_device,same_city,0
209.18,218.52,-9.34,4,232,0,trusted_device,same_city,0
85.67,69.11,16.56,16,1651,0,new_device,same_city,0
308.38,233.89,74.49,5,472,1,trusted_device,same_city,0
65.32,73.48,-8.16,7,1647,0,trusted_device,same_city,0
86.73,73.78,12.95,3,577,1,trusted_device,same_city,0
2851.55,388.32,2463.23,47,261,1,trusted_device,different_city,1
71.66,74.0,-2.34,4,1140,0,trusted_device,same_city,0
151.69,100.5,51.19,4,852,0,trusted_device,same_city,0
86.07,120.23,-34.16,6,1527,0,trusted_device,same_city,0
153.05,184.51,-31.46,0,399,1,trusted_device,same_city,0
84.72,76.83,7.89,2,8,1,trusted_device,same_city,0
136.07,136.25,-0.18,2,1188,0,trusted_device,same_city,0
160.92,187.54,-26.62,5,185,1,trusted_device,same_city,0
516.71,415.78,100.93,1,271,0,trusted_device,same_city,0
375.77,257.33,118.44,2,237,0,trusted_device,same_city,0
61.67,65.23,-3.56,0,96,0,new_device,same_city,0
89.58,71.96,17.63,5,1130,0,trusted_device,same_city,0
86.62,70.71,15.91,0,109,0,trusted_device,same_city,0
